U.N._**_http://dbpedia.org/resource/United_Nations	OfficeHolder	0.528654373559	Person	0.338951105542	Agent	0.308449024028	Organisation	0.26777958201	City	0.21053476842	Continent	0.209136791247	Country	0.198299426295	GovernmentAgency	0.194868943076	PopulatedPlace	0.180712457266	Place	0.180712457266		GOLD_STANDARD:	Place	PopulatedPlace	Country
U.S._**_http://dbpedia.org/resource/United_States	Continent	0.435848476326	Organisation	0.347028332537	GovernmentAgency	0.327178824749	Country	0.325221370914	PopulatedPlace	0.309817106513	Place	0.309817106513	City	0.274448784843	Agent	0.193447902966	Settlement	0.175381063502	Person	0.0782625807875		GOLD_STANDARD:	Place	PopulatedPlace	Country
Iraqi_**_http://dbpedia.org/resource/Iraq	OfficeHolder	0.383368253885	Country	0.24258154795	City	0.24257976606	PopulatedPlace	0.219113606395	Place	0.219113606395	Continent	0.213090630266	Person	0.200075009176	Agent	0.182222487401	GovernmentAgency	0.177919304603	Organisation	0.158419125034		GOLD_STANDARD:	Place	PopulatedPlace	Country
Germany_**_http://dbpedia.org/resource/Germany	Continent	0.648632818009	City	0.614831235992	Country	0.341240838231	PopulatedPlace	0.334971007856	Place	0.334971007856	Organisation	0.274467479498	Settlement	0.192798088891	Agent	0.160254475148	GovernmentAgency	0.111860399775	Person	0.074594721886		GOLD_STANDARD:	Place	PopulatedPlace	Country
China_**_http://dbpedia.org/resource/People's_Republic_of_China	Continent	0.402038073527	Country	0.349648009407	PopulatedPlace	0.321187268916	Place	0.321187268916	Organisation	0.285376932769	City	0.268801315167	GovernmentAgency	0.235224283618	Agent	0.139094857475	Settlement	0.113985644274	OfficeHolder	0.0577787726142		GOLD_STANDARD:	
Loyola de Palacio_**_http://dbpedia.org/resource/Loyola_de_Palacio	Organisation	0.169387396087	Agent	0.166570522467	Person	0.163753648846	OfficeHolder	0.124758197774	GovernmentAgency	0.0972698139713	City	0.066033565009	Country	0.0638079899814	PopulatedPlace	0.0575999730462	Place	0.0575999730462	Settlement	0.0534234897808		GOLD_STANDARD:	Agent	Person
Spanish_**_http://dbpedia.org/resource/Spain	Continent	0.261191586803	City	0.257072572492	Country	0.248574398951	PopulatedPlace	0.230561622234	Place	0.230561622234	Organisation	0.224628180581	Agent	0.170050748588	Person	0.129117674593	Settlement	0.112274973737	GovernmentAgency	0.049311473734		GOLD_STANDARD:	Place	PopulatedPlace	Country
S. Korea_**_http://dbpedia.org/resource/South_Korea	OfficeHolder	0.221563006426	Person	0.134525478945	Agent	0.123939253707	Country	0.112121611492	Organisation	0.109824286723	PopulatedPlace	0.0997119304122	Place	0.0997119304122	GovernmentAgency	0.0742280980379	Continent	0.0622525872752	Settlement	0.0377402916472		GOLD_STANDARD:	Place	PopulatedPlace	Country
Britain_**_http://dbpedia.org/resource/United_Kingdom	Continent	0.537423382235	City	0.42052988701	Country	0.357591896622	Organisation	0.345392630724	PopulatedPlace	0.343460282429	Place	0.343460282429	Agent	0.205128576417	Settlement	0.194016230671	GovernmentAgency	0.13855309877	Person	0.0999305356863		GOLD_STANDARD:	Place	PopulatedPlace	Country
Pakistan_**_http://dbpedia.org/resource/Pakistan	Country	0.265377415094	PopulatedPlace	0.239444919778	Place	0.239444919778	GovernmentAgency	0.23090918213	City	0.199294771513	Organisation	0.190222469043	Continent	0.179651717621	OfficeHolder	0.140026606955	Agent	0.114867860757	Settlement	0.103781015266		GOLD_STANDARD:	Place	PopulatedPlace	Country
