LONDON_**_http://dbpedia.org/resource/London	Settlement	0.37510632523	City	0.323918316546	Continent	0.161510130303	PopulatedPlace	0.138543784265	Place	0.138543784265	Company	0.117736070147	Organisation	0.0801987227126	Agent	0.0742771954561	Country	0.071337986561	GovernmentAgency	0.0368999819563		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Brazil_**_http://dbpedia.org/resource/Brazil	Country	0.340347013982	Continent	0.338361350353	PopulatedPlace	0.250479651618	Place	0.250479651618	GovernmentAgency	0.208520987385	AdministrativeRegion	0.147932044707	Region	0.147932044707	Organisation	0.145351382375	Agent	0.14187478208	OfficeHolder	0.114061979719		GOLD_STANDARD:	Place	PopulatedPlace	Country
PARIS_**_http://dbpedia.org/resource/Paris	Settlement	0.355222344031	City	0.327968073821	PopulatedPlace	0.167229816799	Place	0.167229816799	Continent	0.164907337313	Country	0.119171488737	Organisation	0.0586492871676	Agent	0.0474831142551	GovernmentAgency	0.0446102331256	Company	0.0416793943413		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Hamburg_**_http://dbpedia.org/resource/Hamburg	Continent	0.174825840655	Country	0.154147999802	PopulatedPlace	0.137454287647	Place	0.137454287647	AdministrativeRegion	0.121701716211	Region	0.121701716211	OfficeHolder	0.108442132367	Person	0.108442132367	City	0.103806331866	Settlement	0.0719768247002		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City
Ethiopia_**_http://dbpedia.org/resource/Ethiopia	Country	0.219428145572	Continent	0.168504556957	GovernmentAgency	0.162186933479	PopulatedPlace	0.155203961236	Place	0.155203961236	AdministrativeRegion	0.144860819122	Region	0.144860819122	Organisation	0.128786965488	Agent	0.125465162969	OfficeHolder	0.0988907428232		GOLD_STANDARD:	Place	PopulatedPlace	Country
Dan Glickman_**_http://dbpedia.org/resource/Dan_Glickman	GovernmentAgency	0.376647136755	AdministrativeRegion	0.243101808266	Region	0.243101808266	Organisation	0.230974994816	Agent	0.230974994816	Country	0.111628554215	Continent	0.109629529209	PopulatedPlace	0.097457989188	Place	0.097457989188	Company	0.095160203219		GOLD_STANDARD:	Agent	Person	OfficeHolder
TOKYO_**_http://dbpedia.org/resource/Tokyo	Settlement	0.267247802968	PopulatedPlace	0.0923983321825	Place	0.0923983321825	City	0.0923622668408	Country	0.0521672143755	GovernmentAgency	0.0170396111256	Continent	0.0156542275007	Region	0.00141207296867	AdministrativeRegion	0.00141207296867	Organisation	-0.00984620806307		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City
U.S._**_http://dbpedia.org/resource/United_States	GovernmentAgency	0.521566585655	Continent	0.46587526025	AdministrativeRegion	0.386114829176	Region	0.386114829176	Country	0.374594623807	Organisation	0.344557258222	Agent	0.339269898964	PopulatedPlace	0.31342679528	Place	0.31342679528	OfficeHolder	0.296971024904		GOLD_STANDARD:	Place	PopulatedPlace	Country
El Salvador_**_http://dbpedia.org/resource/El_Salvador	Region	0.228056513521	AdministrativeRegion	0.228056513521	OfficeHolder	0.184938327874	Person	0.184938327874	Country	0.175571990001	GovernmentAgency	0.175305080355	PopulatedPlace	0.127893373039	Place	0.127893373039	Agent	0.100678129191	Organisation	0.0901456043561		GOLD_STANDARD:	Place	PopulatedPlace	Country
HAMBURG_**_http://dbpedia.org/resource/Hamburg	Settlement	0.29097448089	City	0.217877435498	Company	0.107992182356	PopulatedPlace	-0.003163565071	Place	-0.003163565071	OfficeHolder	-0.0501976983888	Person	-0.0501976983888	Agent	-0.0542528900232	Organisation	-0.0547597889774	Country	-0.0774938572778		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City
