BEIJING_**_http://dbpedia.org/resource/Beijing	Settlement	0.343483869394	City	0.331236816046	BroadcastNetwork	0.212062817413	Broadcaster	0.212062817413	PopulatedPlace	0.150958054825	Place	0.150958054825	Organisation	0.0712751632967	Agent	0.0712751632967	GovernmentAgency	0.0360782497676	Country	-0.0415677597434		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Canadians_**_http://dbpedia.org/resource/Canada	Country	0.406920915141	GovernmentAgency	0.201800192328	Organisation	0.183227738082	Agent	0.183227738082	PopulatedPlace	0.1129192368	Place	0.1129192368	BroadcastNetwork	0.108937921099	Broadcaster	0.108937921099	City	-0.0188306458541	Settlement	-0.0340816023709		GOLD_STANDARD:	Place	PopulatedPlace	Country
OTTAWA_**_http://dbpedia.org/resource/Ottawa	Settlement	0.200867105649	City	0.141159364733	PopulatedPlace	0.0894377338049	Place	0.0894377338049	Country	-0.0219916380388	BroadcastNetwork	-0.0375948988722	Broadcaster	-0.0375948988722	Organisation	-0.0837691791657	Agent	-0.0837691791657	GovernmentAgency	-0.0953127492391		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City
Xinhua_**_http://dbpedia.org/resource/Xinhua_News_Agency	GovernmentAgency	0.267527321808	Organisation	0.267527321808	Agent	0.267527321808	Settlement	0.200728735683	PopulatedPlace	0.167330748024	Place	0.167330748024	Country	0.122800097813	City	0.100034835748		GOLD_STANDARD:	Agent	Organisation	Broadcaster	BroadcastNetwork
Canada_**_http://dbpedia.org/resource/Canada	Country	0.564978349958	GovernmentAgency	0.36399986601	Organisation	0.319339464895	Agent	0.319339464895	PopulatedPlace	0.152868103865	Place	0.152868103865	BroadcastNetwork	0.140697860435	Broadcaster	0.140697860435	Settlement	-0.0531870191813	City	-0.0786304262674		GOLD_STANDARD:	Place	PopulatedPlace	Country
Canadian_**_http://dbpedia.org/resource/Canada	Country	0.537753475367	GovernmentAgency	0.271717248131	Organisation	0.241126700886	Agent	0.241126700886	PopulatedPlace	0.150106329603	Place	0.150106329603	BroadcastNetwork	0.118764511905	Broadcaster	0.118764511905	Settlement	-0.0437172432786	City	-0.0975367916401		GOLD_STANDARD:	Place	PopulatedPlace	Country
General Administration of Customs_**_http://dbpedia.org/resource/General_Administration_of_Customs	GovernmentAgency	0.557239191727	Organisation	0.48111463732	Agent	0.48111463732	BroadcastNetwork	0.2527409741	Broadcaster	0.2527409741	Country	0.206958359073	PopulatedPlace	0.095885458906	Place	0.095885458906	Settlement	0.0125807837807	City	-0.0503113972224		GOLD_STANDARD:	Agent	Organisation	GovernmentAgency
Guilin_**_http://dbpedia.org/resource/Guilin	Settlement	0.310193621696	BroadcastNetwork	0.237664570368	Broadcaster	0.237664570368	City	0.141159364733	PopulatedPlace	0.101093341947	Place	0.101093341947	Organisation	0.0584493885158	Agent	0.0584493885158	GovernmentAgency	0.0136455930527	Country	-0.108006937802		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City
Guangxi_**_http://dbpedia.org/resource/Guangxi	BroadcastNetwork	0.390782453823	Broadcaster	0.390782453823	Settlement	0.318789265522	City	0.294194910238	Organisation	0.164617087776	Agent	0.164617087776	PopulatedPlace	0.157853890666	Place	0.157853890666	GovernmentAgency	0.108075746264	Country	-0.0030814841899		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Civil Aviation Administration of China_**_http://dbpedia.org/resource/Civil_Aviation_Administration_of_China	GovernmentAgency	0.511162282002	Organisation	0.478844439369	Agent	0.478844439369	BroadcastNetwork	0.381890911472	Broadcaster	0.381890911472	Country	0.235965280569	PopulatedPlace	0.146834533801	Place	0.146834533801	Settlement	0.0799864737257	City	-0.0261449346051		GOLD_STANDARD:	Agent	Organisation	GovernmentAgency
State Council_**_http://dbpedia.org/resource/State_Council_of_the_People's_Republic_of_China	GovernmentAgency	0.421340096305	Organisation	0.366658039843	Agent	0.366658039843	BroadcastNetwork	0.202611870455	Broadcaster	0.202611870455	Country	0.0995640933637	PopulatedPlace	0.0592847084044	Place	0.0592847084044	Settlement	0.029075169685	City	-0.00143136951713		GOLD_STANDARD:	Agent	Organisation	GovernmentAgency
Statistics Canada_**_http://dbpedia.org/resource/Statistics_Canada	Country	0.574202008953	GovernmentAgency	0.279265033888	Organisation	0.267665158217	Agent	0.267665158217	BroadcastNetwork	0.232865531204	Broadcaster	0.232865531204	PopulatedPlace	0.212283382496	Place	0.212283382496	Settlement	-0.0591555873463	City	-0.0854466110281		GOLD_STANDARD:	Agent	Organisation	GovernmentAgency
China_**_http://dbpedia.org/resource/People's_Republic_of_China	BroadcastNetwork	0.503834758133	Broadcaster	0.503834758133	Organisation	0.410177739931	Agent	0.410177739931	GovernmentAgency	0.386763485381	Country	0.25982725498	PopulatedPlace	0.196377779032	Place	0.196377779032	Settlement	0.148790672071	City	-0.0284313777925		GOLD_STANDARD:	
