Heineken_**_http://dbpedia.org/resource/Heineken_Pilsener	Organisation	0.15699677955	Company	0.15699677955	Agent	0.15699677955	Settlement	0.148003429558	Continent	0.117725942758	PopulatedPlace	0.0973666707122	Place	0.0973666707122	Country	0.0799905578928		GOLD_STANDARD:	
Okocim_**_http://dbpedia.org/resource/Okocim	Settlement	0.393213034172	Company	0.192685577617	Organisation	0.192685577617	Agent	0.192685577617	PopulatedPlace	0.180732618968	Place	0.180732618968	Country	0.16732115058	Continent	0.0621324824803		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Britain_**_http://dbpedia.org/resource/United_Kingdom	Continent	0.245278611766	Country	0.193006628186	PopulatedPlace	0.164725760076	Place	0.164725760076	Organisation	0.0432409365511	Company	0.0432409365511	Agent	0.0432409365511	Settlement	0.039606729899		GOLD_STANDARD:	Place	PopulatedPlace	Country
Australia_**_http://dbpedia.org/resource/Australia	Continent	0.260883438513	Country	0.126714729278	PopulatedPlace	0.11521949726	Place	0.11521949726	Company	0.0489590133313	Organisation	0.0489590133313	Agent	0.0489590133313	Settlement	0.00790183057819		GOLD_STANDARD:	Place	PopulatedPlace	Country
SAB_**_http://dbpedia.org/resource/South_African_Breweries	Settlement	0.0988178203341	Organisation	0.0929969881111	Company	0.0929969881111	Agent	0.0929969881111	PopulatedPlace	0.0502920878332	Place	0.0502920878332	Country	0.0395242205881	Continent	0.0286156935474		GOLD_STANDARD:	Agent	Organisation	Company
Carlsberg_**_http://dbpedia.org/resource/Carlsberg_Group	Settlement	0.208499411396	PopulatedPlace	0.0991506829419	Place	0.0991506829419	Continent	0.0932389212548	Country	0.0687527264816	Organisation	0.0663310691444	Company	0.0663310691444	Agent	0.0663310691444		GOLD_STANDARD:	Agent	Organisation	Company
Czech Republic_**_http://dbpedia.org/resource/Czech_Republic	Country	0.321539861725	PopulatedPlace	0.264483146941	Place	0.264483146941	Continent	0.15298310542	Settlement	0.149063023348	Organisation	0.0599943170168	Company	0.0599943170168	Agent	0.0599943170168		GOLD_STANDARD:	Place	PopulatedPlace	Country
Europe_**_http://dbpedia.org/resource/Europe	Country	0.220433327161	PopulatedPlace	0.187920059274	Place	0.187920059274	Settlement	0.0741236216717	Company	0.0699367934874	Organisation	0.0699367934874	Agent	0.0699367934874		GOLD_STANDARD:	Place	PopulatedPlace	Continent
Czech_**_http://dbpedia.org/resource/Czech_Republic	Country	0.328403290326	PopulatedPlace	0.277263871589	Place	0.277263871589	Settlement	0.175479542199	Continent	0.173996017952	Organisation	0.0609412030737	Company	0.0609412030737	Agent	0.0609412030737		GOLD_STANDARD:	Place	PopulatedPlace	Country
Polish_**_http://dbpedia.org/resource/Poland	Settlement	0.360971821801	PopulatedPlace	0.251897441679	Place	0.251897441679	Country	0.241043297293	Continent	0.0988735477518	Organisation	0.0378934454168	Company	0.0378934454168	Agent	0.0378934454168		GOLD_STANDARD:	Place	PopulatedPlace	Country
Germany_**_http://dbpedia.org/resource/Germany	Continent	0.343104044392	Country	0.242517721824	PopulatedPlace	0.224813132853	Place	0.224813132853	Settlement	0.112553910168	Company	0.0738391284362	Organisation	0.0738391284362	Agent	0.0738391284362		GOLD_STANDARD:	Place	PopulatedPlace	Country
Reuters_**_http://dbpedia.org/resource/Reuters	Continent	0.0879557656601	Settlement	0.0554515521157	PopulatedPlace	0.055273911624	Place	0.055273911624	Country	0.0505543209069	Organisation	0.0365170310845	Company	0.0365170310845	Agent	0.0365170310845		GOLD_STANDARD:	Agent	Organisation	Company
Tychy_**_http://dbpedia.org/resource/Tychy	Settlement	0.393213034172	PopulatedPlace	0.198652137603	Place	0.198652137603	Country	0.186934491913	Continent	0.0861147608632	Organisation	0.0491602782801	Company	0.0491602782801	Agent	0.0491602782801		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Poland_**_http://dbpedia.org/resource/Poland	Settlement	0.394317890734	PopulatedPlace	0.345988626159	Place	0.345988626159	Country	0.342891221605	Continent	0.267914524329	Company	0.0457382481193	Organisation	0.0457382481193	Agent	0.0457382481193		GOLD_STANDARD:	Place	PopulatedPlace	Country
