Lanusse_**_http://dbpedia.org/resource/Alejandro_Agustín_Lanusse	Politician	0.392906370854	President	0.392906370854	Person	0.392906370854	Agent	0.392906370854	Country	0.317810385551	PopulatedPlace	0.304663185208	Place	0.304663185208	Settlement	0.278368784521		GOLD_STANDARD:	
Buenos Aires_**_http://dbpedia.org/resource/Buenos_Aires	Country	0.61654812674	PopulatedPlace	0.61654812674	Place	0.61654812674	Politician	0.246870807749	Person	0.246870807749	President	0.246870807749	Agent	0.246870807749		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Marcelo Levingston_**_http://dbpedia.org/resource/Roberto_M._Levingston	Politician	0.43047914808	President	0.43047914808	Person	0.43047914808	Agent	0.43047914808	Country	0.265766617614	PopulatedPlace	0.253178999525	Place	0.253178999525	Settlement	0.228003763346		GOLD_STANDARD:	Agent	Person	Politician	President
Peron_**_http://dbpedia.org/resource/Juan_Perón	Settlement	0.289221236286	PopulatedPlace	0.287675130411	Place	0.287675130411	Country	0.286902077474	Politician	0.195060531383	Person	0.195060531383	President	0.195060531383	Agent	0.195060531383		GOLD_STANDARD:	
Argentina_**_http://dbpedia.org/resource/Argentina	Settlement	0.693455246694	PopulatedPlace	0.637422611388	Place	0.637422611388	Country	0.581389976083	Politician	0.238423580474	President	0.238423580474	Person	0.238423580474	Agent	0.238423580474		GOLD_STANDARD:	Place	PopulatedPlace	Country
Argentine_**_http://dbpedia.org/resource/Argentina	Country	0.581389976083	PopulatedPlace	0.560515491434	Place	0.560515491434	Settlement	0.539641006785	Politician	0.278424557085	Person	0.278424557085	President	0.278424557085	Agent	0.278424557085		GOLD_STANDARD:	Place	PopulatedPlace	Country
Juan Domingo Peron_**_http://dbpedia.org/resource/Juan_Perón	Politician	0.488030589045	President	0.488030589045	Person	0.488030589045	Agent	0.488030589045	Settlement	0.372211453387	PopulatedPlace	0.35408795206	Place	0.35408795206	Country	0.345026201396		GOLD_STANDARD:	
Alejandro Lanusse_**_http://dbpedia.org/resource/Alejandro_Agustín_Lanusse	Politician	0.52048914441	Person	0.52048914441	President	0.52048914441	Agent	0.52048914441	Country	0.352575418365	PopulatedPlace	0.340373353019	Place	0.340373353019	Settlement	0.315969222329		GOLD_STANDARD:	
Peronists_**_http://dbpedia.org/resource/Peronism	Settlement	0.292953011466	PopulatedPlace	0.283456671409	Place	0.283456671409	Country	0.27870850138	Politician	0.185009632066	Person	0.185009632066	President	0.185009632066	Agent	0.185009632066		GOLD_STANDARD:	
Vicente Solano Lima_**_http://dbpedia.org/resource/Vicente_Solano_Lima	Politician	0.43047914808	Person	0.43047914808	President	0.43047914808	Agent	0.43047914808	Settlement	0.265737852152	PopulatedPlace	0.255966964014	Place	0.255966964014	Country	0.251081519945		GOLD_STANDARD:	Agent	Person	Politician	President
