Lanusse_**_http://dbpedia.org/resource/Alejandro_Agustín_Lanusse	Politician	0.443706365295	President	0.443706365295	Person	0.443706365295	Agent	0.443706365295	Settlement	0.387434481604	PopulatedPlace	0.259391005704	Place	0.259391005704	Country	0.195369267753		GOLD_STANDARD:	
Buenos Aires_**_http://dbpedia.org/resource/Buenos_Aires	Politician	0.432371707657	Person	0.432371707657	President	0.432371707657	Agent	0.432371707657	Country	0.405142854114	PopulatedPlace	0.405142854114	Place	0.405142854114		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Marcelo Levingston_**_http://dbpedia.org/resource/Roberto_M._Levingston	Politician	0.470646221649	President	0.470646221649	Person	0.470646221649	Agent	0.470646221649	Settlement	0.386079251193	PopulatedPlace	0.349765246834	Place	0.349765246834	Country	0.331608244654		GOLD_STANDARD:	Agent	Person	Politician	President
Peron_**_http://dbpedia.org/resource/Juan_Perón	Country	0.354670616281	PopulatedPlace	0.348644945872	Place	0.348644945872	Settlement	0.336593605055	Politician	0.325852107549	Person	0.325852107549	President	0.325852107549	Agent	0.325852107549		GOLD_STANDARD:	
Argentina_**_http://dbpedia.org/resource/Argentina	Country	0.730674075206	PopulatedPlace	0.554631794578	Place	0.554631794578	Settlement	0.378589513951	Politician	0.352451972655	President	0.352451972655	Person	0.352451972655	Agent	0.352451972655		GOLD_STANDARD:	Place	PopulatedPlace	Country
Argentine_**_http://dbpedia.org/resource/Argentina	Country	0.730674075206	PopulatedPlace	0.581185134742	Place	0.581185134742	Settlement	0.431696194277	Politician	0.425629505711	Person	0.425629505711	President	0.425629505711	Agent	0.425629505711		GOLD_STANDARD:	Place	PopulatedPlace	Country
Juan Domingo Peron_**_http://dbpedia.org/resource/Juan_Perón	Politician	0.583989596448	President	0.583989596448	Person	0.583989596448	Agent	0.583989596448	Settlement	0.521633826249	PopulatedPlace	0.488122139881	Place	0.488122139881	Country	0.471366296696		GOLD_STANDARD:	
Alejandro Lanusse_**_http://dbpedia.org/resource/Alejandro_Agustín_Lanusse	Politician	0.572020078094	Person	0.572020078094	President	0.572020078094	Agent	0.572020078094	Settlement	0.49451161273	PopulatedPlace	0.404346300633	Place	0.404346300633	Country	0.359263644584		GOLD_STANDARD:	
Peronists_**_http://dbpedia.org/resource/Peronism	Country	0.438109609437	PopulatedPlace	0.379539970285	Place	0.379539970285	Politician	0.291856211332	Person	0.291856211332	President	0.291856211332	Agent	0.291856211332	Settlement	0.26240069198		GOLD_STANDARD:	
Vicente Solano Lima_**_http://dbpedia.org/resource/Vicente_Solano_Lima	Settlement	0.478664164122	Politician	0.470646221649	Person	0.470646221649	President	0.470646221649	Agent	0.470646221649	PopulatedPlace	0.457203543849	Place	0.457203543849	Country	0.446473233712		GOLD_STANDARD:	Agent	Person	Politician	President
