British_**_http://dbpedia.org/resource/United_Kingdom	Country	0.470394614442	Settlement	0.469141118927	PopulatedPlace	0.450035012022	Place	0.450035012022	Airline	0.430491321905	Organisation	0.348127994816	Company	0.348127994816	Continent	0.330384388531	Agent	0.32480840528	OfficeHolder	0.208210457598		GOLD_STANDARD:	Place	PopulatedPlace	Country
Ian Lang_**_http://dbpedia.org/resource/Ian_Lang,_Baron_Lang_of_Monkton	Settlement	0.151759208774	PopulatedPlace	0.110456069156	Place	0.110456069156	Country	0.107227709634	Airline	0.0926812252916	Organisation	0.0807226083783	Company	0.0807226083783	Agent	0.0807226083783	Continent	0.0439915875303		GOLD_STANDARD:	Agent	Person	OfficeHolder
American_**_http://dbpedia.org/resource/United_States	Airline	0.43013204498	Country	0.400041402373	Organisation	0.375695852903	Company	0.375695852903	Agent	0.326878934713	PopulatedPlace	0.308583522615	Place	0.308583522615	Continent	0.29148105079	Settlement	0.13421899901	OfficeHolder	0.0827943437612		GOLD_STANDARD:	Place	PopulatedPlace	Country
London_**_http://dbpedia.org/resource/London	Settlement	0.427769063702	Continent	0.36491345516	PopulatedPlace	0.318796700587	Place	0.318796700587	Country	0.287778877049	Airline	0.219008353272	OfficeHolder	0.189498136423	Person	0.189498136423	Agent	0.174152811411	Organisation	0.171083746409		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
AMR Corp._**_http://dbpedia.org/resource/AMR_Corporation	Organisation	0.320885816834	Airline	0.320885816834	Company	0.320885816834	Agent	0.263286281612	Country	0.107729890133	Continent	0.0997324004599	PopulatedPlace	0.0834178483159	Place	0.0834178483159	OfficeHolder	0.0328881407251	Person	0.0328881407251		GOLD_STANDARD:	Agent	Organisation	Company
LONDON_**_http://dbpedia.org/resource/London	Settlement	0.427769063702	PopulatedPlace	0.298030949347	Place	0.298030949347	Country	0.280116201285	Continent	0.257866575302	Airline	0.166032481059	Company	0.142741108136	Organisation	0.142741108136	Agent	0.137954303634	OfficeHolder	0.114020281125		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Britain_**_http://dbpedia.org/resource/United_Kingdom	Continent	0.540757901086	Settlement	0.517536385058	PopulatedPlace	0.443201719599	Place	0.443201719599	Country	0.381645341497	Airline	0.304114225853	Company	0.242826084339	Organisation	0.242826084339	Agent	0.233562674878	OfficeHolder	0.187245627577		GOLD_STANDARD:	Place	PopulatedPlace	Country
United States_**_http://dbpedia.org/resource/United_States	Airline	0.297020955582	Continent	0.284355206409	Company	0.277278617037	Organisation	0.277278617037	Agent	0.231816285821	Country	0.230101671961	PopulatedPlace	0.202143121201	Place	0.202143121201	Settlement	0.105119977077	OfficeHolder	0.00450462974494		GOLD_STANDARD:	Place	PopulatedPlace	Country
London Heathrow_**_http://dbpedia.org/resource/London_Heathrow_Airport	Settlement	0.613610357456	PopulatedPlace	0.381893479823	Place	0.381893479823	Airline	0.35497578172	Continent	0.350648353228	Country	0.295455754089	Organisation	0.286448322694	Company	0.286448322694	Agent	0.268015750856	OfficeHolder	0.175852891668		GOLD_STANDARD:	
USAir_**_http://dbpedia.org/resource/US_Airways	Airline	0.388956581446	Company	0.382125500077	Organisation	0.382125500077	Agent	0.300190791016	Country	0.101586051096	Continent	0.0957134093291	PopulatedPlace	0.0660741347211	Place	0.0660741347211	OfficeHolder	-0.0275480452275	Person	-0.0275480452275		GOLD_STANDARD:	Agent	Organisation	Company	Airline
Europe_**_http://dbpedia.org/resource/Europe	Country	0.376503824232	PopulatedPlace	0.357899878803	Place	0.357899878803	Settlement	0.311390015231	Airline	0.231604885748	Company	0.20523038869	Organisation	0.20523038869	Agent	0.178357255164	OfficeHolder	0.0439915875303	Person	0.0439915875303		GOLD_STANDARD:	Place	PopulatedPlace	Continent
British Airways_**_http://dbpedia.org/resource/British_Airways	Airline	0.626435745787	Company	0.526914182779	Organisation	0.526914182779	Country	0.480081893668	Agent	0.453397896005	PopulatedPlace	0.418237094113	Place	0.418237094113	Settlement	0.334975053512	Continent	0.27553717754	OfficeHolder	0.159332748911		GOLD_STANDARD:	Agent	Organisation	Company	Airline
American Airlines_**_http://dbpedia.org/resource/American_Airlines	Airline	0.525018033087	Company	0.480368956899	Organisation	0.480368956899	Country	0.427866178558	Agent	0.398144183766	PopulatedPlace	0.326791667977	Place	0.326791667977	Continent	0.269769288724	Settlement	0.10261658115	OfficeHolder	0.0692450912317		GOLD_STANDARD:	Agent	Organisation	Company	Airline
U.S._**_http://dbpedia.org/resource/United_States	Continent	0.435540574343	Country	0.420836491675	PopulatedPlace	0.358046996081	Place	0.358046996081	Airline	0.32386249719	Organisation	0.292298177446	Company	0.292298177446	Agent	0.252479062786	Settlement	0.193721215763	OfficeHolder	0.0533834894887		GOLD_STANDARD:	Place	PopulatedPlace	Country
British Airways Plc_**_http://dbpedia.org/resource/British_Airways	Airline	0.563555805358	Organisation	0.509451801336	Company	0.509451801336	Agent	0.441500462319	Country	0.418962713086	PopulatedPlace	0.390030485983	Place	0.390030485983	Settlement	0.37001532752	Continent	0.285399667399	OfficeHolder	0.169695106251		GOLD_STANDARD:	Agent	Organisation	Company	Airline
